Name,Date,Site,Transect,Aux3,Aux4,Aux5,Height (cm),Latitude,Longitude,Depth,Camera,Photographer,Water quality,Strobes,Framing gear used,White balance card,Comments
G0915222.JPG,06-09-16,9,2,,,,30,,,32,,,,,,,
G0915226.JPG,06-09-16,9,2,,,,30,,,32,,,,,,,
G0915230.JPG,06-09-16,9,2,,,,30,,,32,,,,,,,
G0915234.JPG,06-09-16,9,2,,,,30,,,32,,,,,,,
G0915237.JPG,06-09-16,9,2,,,,30,,,32,,,,,,,
G0915241.JPG,06-09-16,9,2,,,,30,,,32,,,,,,,
G0915251.JPG,06-09-16,9,2,,,,30,,,32,,,,,,,
G0915258.JPG,06-09-16,9,2,,,,30,,,32,,,,,,,
G0925266.JPG,06-09-16,9,3,,,,30,,,32,,,,,,,
G0925269.JPG,06-09-16,9,3,,,,30,,,32,,,,,,,
G0925277.JPG,06-09-16,9,3,,,,30,,,32,,,,,,,
G0925280.JPG,06-09-16,9,3,,,,30,,,32,,,,,,,
G0925290.JPG,06-09-16,9,3,,,,30,,,32,,,,,,,
